run_id,final_utility,total_runtime,num_facilities_selected
4,39.381112,25.997083,5
7,39.381112,26.571037,5
6,39.381112,26.847891,5
11,39.381112,26.909122,5
8,39.381112,26.923576,5
5,39.381112,27.019156,5
2,39.321691,27.032696,5
1,39.381112,27.096000,5
0,39.381112,27.270246,5
3,39.381112,27.274394,5
9,39.381112,27.281427,5
10,39.381112,27.403383,5
12,39.381112,26.338631,5
13,39.381112,26.430688,5
15,39.381112,26.286344,5
18,39.381112,26.279944,5
20,39.381112,26.208485,5
17,39.381112,26.493929,5
16,39.381112,26.604781,5
21,39.381112,26.369790,5
19,39.381112,26.590195,5
22,39.381112,26.545249,5
14,39.381112,27.105967,5
23,39.381112,26.652951,5
24,39.381112,26.131453,5
29,39.381112,25.647005,5
26,39.381112,25.964563,5
25,39.381112,26.163434,5
28,39.381112,25.697744,5
33,39.381112,25.617539,5
32,39.381112,25.780778,5
27,39.381112,26.186982,5
31,39.381112,26.021573,5
30,39.381112,26.275434,5
34,39.381112,26.016635,5
35,39.381112,26.006411,5
36,39.381112,12.227789,5
39,39.233999,12.157244,5
37,39.381112,12.192012,5
38,39.381112,12.190692,5
