run_id,final_utility,total_runtime,num_facilities_selected
6,39.381112,57.931357,5
3,39.381112,58.751039,5
7,39.381112,58.881956,5
9,39.381112,58.899574,5
2,39.381112,59.035214,5
10,39.381112,59.361920,5
8,39.381112,59.534687,5
0,38.632538,59.582661,5
5,39.381112,60.508996,5
11,39.381112,60.513226,5
4,39.381112,60.756859,5
1,39.381112,61.904069,5
15,39.381112,56.169927,5
13,39.381112,56.555318,5
12,39.381112,59.059659,5
18,39.381112,57.988014,5
16,39.381112,58.623134,5
14,39.381112,59.247079,5
19,39.381112,58.676379,5
20,39.381112,57.852309,5
17,39.381112,60.216491,5
23,39.381112,58.012858,5
21,39.381112,59.479457,5
22,39.381112,60.325482,5
24,39.381112,63.054694,5
26,39.381112,61.953665,5
25,39.381112,64.327769,5
29,39.381112,62.143673,5
28,39.381112,62.735009,5
34,39.321691,61.881935,5
30,39.381112,63.734782,5
27,39.381112,64.523973,5
32,39.381112,62.980394,5
35,39.381112,61.799125,5
31,39.321691,64.700958,5
33,39.381112,63.427736,5
37,39.381112,29.121818,5
36,39.381112,30.067433,5
39,39.381112,28.250091,5
38,39.381112,29.475604,5
