run_id,final_utility,total_runtime,num_facilities_selected
4,39.381112,57.521650,5
2,39.381112,57.776113,5
11,39.381112,57.981456,5
0,39.381112,58.335604,5
10,39.381112,58.418822,5
5,39.381112,58.420758,5
1,39.381112,58.460466,5
3,39.381112,58.645530,5
6,39.381112,58.846227,5
7,39.381112,59.140049,5
8,39.381112,59.164038,5
9,39.381112,60.427343,5
13,39.381112,54.526993,5
17,39.381112,53.939593,5
19,39.381112,54.570895,5
18,39.381112,55.017824,5
12,39.381112,55.967003,5
14,39.381112,55.519432,5
22,39.381112,54.761103,5
16,39.381112,55.700035,5
21,39.381112,55.005924,5
20,39.381112,55.721082,5
15,39.381112,56.307293,5
23,39.381112,54.272556,5
24,39.381112,56.499882,5
25,39.381112,57.138460,5
26,39.381112,56.313395,5
29,39.381112,56.100927,5
27,39.381112,56.283534,5
28,39.381112,56.323971,5
33,39.381112,56.407111,5
32,39.381112,57.367473,5
34,39.381112,56.939156,5
31,39.381112,57.602505,5
30,39.381112,57.857804,5
35,39.381112,57.712809,5
38,39.381112,27.414313,5
39,39.381112,27.856813,5
37,39.381112,28.030301,5
36,39.381112,29.166362,5
